text,company,url,source_pool,llm_label,llm_confidence,llm_reason
"신규가입,회원가입,이벤트,당근마켓,번개장터,아이디매입,아이디거래,빗썸,온카판,가입,번호인증,대리구매,대리결제,생필품,쿠팡,엔씨,리니지,리니지2m,무신사,아이디판매,리니지클래식,넷마블,솔인챈트,sol,nc)",무신사,https://cafe.naver.com/misoglobalyonhap/64118,filter_candidate,filter,high,"아이디 거래, 대리 구매 등 거래 행위를 유도하는 스팸성 게시글로 판단됩니다."
쿠팡케릭보유 배달가능합니다,쿠팡,https://cafe.daum.net/odin/D034/544787,filter_candidate,filter,high,제품의 보유 여부와 배달 가능 여부를 문의하는 판매 또는 거래성 게시글입니다.
"한 피해자는 카카오톡을 통해 '안전한 투자처'라며 링크를 전달받고, 안내에 따라 계좌이체를 진행해 결국 수백만 원을 잃는 사례도 있었습니다. 공식 연락처가 아닌 방법으로 금전 요구가 들어온다면 반드시...",카카오,https://blog.naver.com/ohkimtk/224373810168,filter_candidate,normal,high,실제 피해 사례를 보도하며 소비자 주의를 환기하는 내용이므로 리스크 판단에 활용할 수 있다.
거래내역 많아요,쿠팡,https://cafe.daum.net/ok1221/8bIJ/7803039,filter_candidate,filter,high,특정 기업/서비스에 대한 내용 없이 일반적인 거래 언급만으로는 리스크 판단에 활용하기 어렵습니다.
"플십 조로 장당 15 (8장까지 판매합니다) 1장남음 플십 조로 미세 화이트닝 장당 10 (사진,영상 문의) 2장남음 플십 상디 65 플십 타시기 4 SSG 둥 1.5 승자만이 정의다 1.0 상태확인이 필요한경우 전부다 요청주세요 하나도...",SSG,https://cafe.naver.com/onepiecetcg/130726,filter_candidate,filter,high,상품의 가격과 수량을 명시하며 판매하는 전형적인 중고거래 게시글입니다.
"원조이,신규가입,회원가입,이벤트,당근마켓,번개장터,아이디매입,아이디거래,빗썸,온카판,가입,번호인증,대리구매,대리결제,생필품,쿠팡,엔씨,리니지,리니지2m,무신사,아이디판매,리니지클래식,넷마블,솔인챈트,sol,nc)",무신사,https://cafe.naver.com/misoglobalyonhap/64145,filter_candidate,filter,high,"아이디 거래, 대리 구매 등 직접적인 거래와 판매 관련 키워드가 나열되어 있어 광고/스팸 성격이 강합니다."
"원조이,신규가입,회원가입,이벤트,당근마켓,번개장터,아이디매입,아이디거래,빗썸,온카판,가입,번호인증,대리구매,대리결제,생필품,쿠팡,엔씨,리니지,리니지2m,무신사,아이디판매,리니지클래식,넷마블,솔인챈트,sol,nc)",무신사,https://cafe.naver.com/misoglobalyonhap/64172,filter_candidate,filter,high,"아이디 거래, 대리 구매 등 판매/홍보성 및 금전적 거래가 주를 이루어 리스크 판단에 부적절함."
4.3에 팝니다!,올리브영,https://cafe.daum.net/ok1221/8bIJ/7802944,filter_candidate,filter,high,판매 및 거래와 관련된 내용이므로 광고/스팸으로 분류됩니다.
카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. N팩트 https://open.kakao.com/o/s5Xoh9Hi N팩트 여기를 눌러 링크를 확인하세요 open...,카카오,https://cafe.daum.net/educationstudy/AFNw/244934,filter_candidate,filter,high,특정 링크를 공유하며 이용을 유도하는 스팸성 게시글로 판단됩니다.
이메일/구글독스/네이버오피스 접수만 가능 구글폼 신청 ↓↓↓↓↓↓↓↓↓↓ https://forms.gle/Q3Fdh2XRtgBbDfLF7 ✅담당자 연락처 010-****-**** (*문자로 문의주시기 바랍니다/문자 응대 시간대 - AM 08 : 30 ~ PM 19 : 00)...,네이버,https://cafe.naver.com/pandamarket/662072,filter_candidate,filter,high,신청 방법 및 연락처 안내가 포함된 전형적인 광고/판매성 게시글로 판단됩니다.
방식으로 사용할 수 있습니다. 업무용 번호가 필요하다면 업무와 개인 연락처를 구분하고 싶다면 선불폰으로 새로운 번호를 준비하는 방법도 선택할 수 있습니다. 아래 메뉴를 통해 필요한 내용을 확인해 보세요. 홈페이지에서 셀프개통 신청하기 방문개통 예약하기 선불폰 요금제 확인하기 카카오톡 채널 문의하기,카카오,https://gwangju-ntelecom.tistory.com/92,filter_candidate,filter,high,특정 서비스의 가입 및 문의 방법을 안내하는 광고성 정보에 해당합니다.
완료된 아이템 및 추가되는 템들은 글 재업할때마다 업데이트 하겠습니다. 구매하실분들 오픈톡 설명란 참고하신 후 오픈톡 바랍니다. https://open.kakao.com/o/sSxZf9Hi,카카오,https://cafe.daum.net/odin/DEH8/37881,filter_candidate,filter,high,구매 독려 및 오픈 채팅방 안내 등 판매/홍보성 게시글의 성격이 강함.
"김 대표는 특히 삼프로TV가 주요 경제 뉴스를 전달하기 위해 운영하는 카카오톡 오픈채팅방과 텔레그램 채널과 관련해 ""어떠한 공식 채널을 통해서도 특정 종목에 대한 매수·매도 권유를 진행하고 있지 않다""며 사칭...",카카오,https://www.asiatoday.co.kr/kn/view.php?key=20260810010003124,filter_candidate,normal,high,특정 기업(혹은 경제 콘텐츠 제공자와 관련된)의 공식 입장 및 주의사항을 전달하는 실제 사건 보도 글입니다.
5일 개설된 카카오톡 오픈채팅방 ‘통합노조대기방’에는 닷새 만에 약 4000명이 참여했다. 지난해 말 전체 직원 3만4466명의 11.6%에 해당하는 규모다. 통합노조 준비위원회는 8일 노조 설립신고서를 제출한 것으로...,카카오,https://www.etoday.co.kr/news/view/2612845,filter_candidate,normal,high,특정 노동 이슈와 관련된 사실 보도이므로 리스크 판단에 활용할 수 있는 정상 콘텐츠이다.
지하철 2호선 역삼역 바로 옆에 있어 올리브영과 공유 오피스인 패스트파이브 등이 임차해 쓰고 있다. ◇부동산 팔아 투자 실탄 마련 은행들은 디지털 뱅킹 확산으로 영업점 방문객이 줄자 활용도가 낮은 부동산을...,올리브영,https://n.news.naver.com/mnews/article/015/0005319359?sid=101,filter_candidate,normal,high,특정 지역의 상권 상황과 부동산 시장 동향에 대한 분석성 내용이 포함되어 있습니다.
"(순마진율 11.5%) CS 예비비를 빠뜨리면 마진율이 16.5%인 줄 착각하지만, 실제로는 한 두 번 터지는 CS로 인해... 농산물은 산지에 입금을 바로 해주어야 물건이 나가는 경우가 많지만, 쿠팡이나 11번가 등 주요 플랫폼은...",11번가,https://cafe.naver.com/tradeseo/70549,filter_candidate,normal,high,기업의 재무적 상황과 운영 리스크에 대한 구체적인 의견을 제시하고 있어 리스크 판단에 활용 가능합니다.
(숙소 컨디션 상!) 함께 좋은 추억 만들고와요~! 오픈톡으로 연락 주세요! 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 몽골여행✈️ (9/23-27) https://open.kakao.com/o/salftUHi,카카오,https://cafe.naver.com/lovemongol/278700,filter_candidate,filter,high,오픈 채팅 링크를 통한 판매 또는 홍보성 글에 해당합니다.
"이런 사기 유형은 온라인 커뮤니티나 카카오톡 오픈채팅방 등에서도 쉽게 발견됩니다. 피해자들은 수익이 발생했다는 가짜 내역을 받기도 하지만, 실제로는 출금이 불가능한 상황에 처하기 쉽습니다. 이...",카카오,https://blog.naver.com/syexrrb/224373812127,filter_candidate,normal,high,특정 사기 유형에 대한 실제 피해 사례 및 경고성 정보를 제공하고 있어 리스크 판단에 유용한 콘텐츠임.
"없이 바로 할인가 구입 택배 발송: 무료 배송, 롯데택배 오후2시 주문까지 당일 발송 ​ 상품 및 배송 문의: ☎ 상담시간 : 오전 9시 ~ 오후 5시 ***-****-**** or 카카오톡 오픈채팅 'AS문의(더스토리월드)' 검색 https://open.kakao.com/o/sSBadLeh ​ 요즘 의대만큼 공대가 주목을 받는다던데, 우리 아이들 미래 과학에...",카카오,https://blog.naver.com/booknspeech_/224374033343,filter_candidate,filter,high,"상품 구매 및 배송 관련 문의(가격, 배송, 연락처)가 포함된 광고/판매성 게시글에 해당합니다."
감사하겠습니다! 😊 👇🏻 오픈채팅 바로가기 👇🏻 메트로타운 룸메이트 https://open.kakao.com/o/sEnQnVni 메트로타운 룸메이트 여기를 눌러 링크를 확인하세요 open.kakao.com,카카오,https://cafe.daum.net/skc67/33dV/1291561,filter_candidate,filter,high,카카오톡 오픈채팅 링크 공유와 관련되어 스팸 또는 판매/홍보성 게시글로 판단됩니다.
이 차량 궁금하시다면 010******** 또는 차느리/중고차 https://open.kakao.com/me/Neule 카카오톡 오픈채팅으로 블로그보고 연락했다고 문의주시면 방향제 서비스까지! 이 차량이 아니더라도 원하시는 차량과...,카카오,https://blog.naver.com/yama0829/224370919173,filter_candidate,filter,high,연락처 정보와 카카오톡 오픈채팅 링크가 포함되어 있어 판매/홍보성 게시글로 판단됨.
"카카오톡 카카오톡 친구창 돋보기에서 라이프피아노를 검색하시면 오픈채팅 및 채널로 문의하실 수 있습니다. 3. 전화 및 문자 010 **** **** 피아노의 종류(그랜드,업라이트), 대략적인 상태, 마지막 조율시기를...",카카오,https://blog.naver.com/h_iano/224368940295,filter_candidate,filter,high,판매 또는 문의를 유도하는 전형적인 광고/스팸 형태의 게시글입니다.
"전담 매니저 관리 ✔ 방송실 및 장비 지원 ✔ 콘텐츠 제작 지원 ✔ 크리에이터 성장 지원 인터넷방송이나 BJ 활동이 궁금하시다면 편하게 문의해 주세요. 📞 전화 : ***-****-**** 💬 카카오톡 ID : sjian37 💬 오픈채팅 : 신안온엔터 여러분의 첫 방송부터 안정적인 성장까지, 신안온엔터테인먼트가 함께하겠습니다. 감사...",카카오,https://record08149.tistory.com/81,filter_candidate,filter,high,전화번호와 카카오톡 ID 등 문의 유도 내용이 포함된 홍보성 게시글입니다.
아래 오픈채팅으로 문의주시면 영상 및 궁금하신 내용 안내해드리겠습니다! 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 브렌트우드...,카카오,https://cafe.daum.net/ourvancouver/4Nd0/1046588,filter_candidate,filter,high,오픈채팅 링크를 통한 문의 유도는 전형적인 광고/스팸성 게시글에 해당합니다.
"145,000원씩 혹시 모바일로 들으시면 150,000원씩 부담하면 될 거 같어요! 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 김기동 재무...",카카오,https://cafe.daum.net/precta/4bC1/639770,filter_candidate,filter,high,모바일 결제 금액 비교 및 카카오톡 오픈채팅 링크를 통해 판매/홍보성 정보를 제공하고 있어 스팸성 콘텐츠로 판단됩니다.
"보증금 반환 등 다양한 사안으로 임대인과 임차인 간의 의견 충돌이 발생하곤 합니다. 분쟁 해결에 있어 가장 결정적인 증거가 되는 것은 당시 주고받았던 카카오톡 대화 내역, 문자메시지, 통화 녹음 파일입니다. 하지만 대화방을 나가거나 실수로 내역을 삭제해 중요한 증거를 잃고 속태우시는 분들이 의외로 많습니다...",카카오,https://amordaall119.tistory.com/33,filter_candidate,normal,high,임대인과 임차인 간의 분쟁 해결에 필요한 증거 자료에 대한 일반적인 정보를 제공하는 글입니다.
일도 거의 없을거예요! 궁금하신점이나 뷰잉 문의는 연락주세요 감사합니다 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 밴쿠버 룸...,카카오,https://cafe.daum.net/ourvancouver/4Nd0/1046703,filter_candidate,filter,high,개인 연락을 유도하거나 구매를 제안하는 전형적인 광고/판매성 게시글입니다.
"카카오톡 : https://pf.kakao.com/_xixmxoQxb/Friend "" "" <> 쪽지 및 댓글 문의는 확인이 어렵습니다 카카오톡으로 문의 부탁드릴게요~! "" 우동폰 "" 사칭에 주의하세요 오직 카카오톡으로만...",카카오,https://cafe.naver.com/codud8134/703655,filter_candidate,filter,high,특정 플랫폼을 통한 문의 및 홍보성 안내 글입니다.
안내드리겠습니다. 경북대학교 18기 합격자기소개서 및 첨삭 요청 https://open.kakao.com/o/sOX2FGHi 경북대학교 18기 합격자기소개서 및 첨삭 요청 open.kakao.com,카카오,https://cafe.daum.net/snuleet/4KVq/94787,filter_candidate,filter,high,개인적인 첨삭 요청 및 홍보성 링크가 포함되어 있어 리스크 판단과 무관합니다.
"그 밖에 네이버 카페와 카카오톡 오픈채팅방에서도 실제 신청 경험담을 공유하는 사람들을 만났고, 그들의 질문과 답변을 보며 내가 놓칠 수 있는 부분을 미리 체크할 수 있었다. 검색 기록을 정리한 뒤, 나는 구글...",카카오,https://cafe.naver.com/cso44/37833,filter_candidate,normal,high,특정 플랫폼에서 실제 사용자들의 경험담을 공유하며 리스크를 체크하는 내용이므로 정상 콘텐츠로 판단됩니다.
"네이버톡톡, 카카오톡오픈채팅, 전화 주시고 편하게 방문해주세요! #천호골프연습장 #강동골프연습장 #천호골프레슨 #강동골프레슨 #천호GDR #강동GDR #골프레슨 #골프연습장 #천호트랙맨 #실내골프연습장...",카카오,https://blog.naver.com/easelgolf/224370917760,filter_candidate,filter,high,판매 및 문의를 유도하는 광고성 게시글에 해당합니다.
"뉴셀렉트가 전개하는 스킨케어 브랜드 이옴(EIOM)이 네이버 스마트스토어에서 공동구매 기획전을 진행한다. 이번 기획전은 크리에이터 홀리와 함께 운영하며, 네이버 라이브 커머스 프로그램 '뷰티룸'과 연계한다....",네이버,http://www.ktnews.com/news/articleView.html?idxno=147581,filter_candidate,filter,high,공동구매 기획전 진행과 연관된 판매/홍보성 게시글에 해당합니다.
"저장하여 자동으로 등록하는 방법부터, 전화번호 공개 없이 카톡 ID나 QR코드로 깔끔하게 등록하는 방법까지 상황에 따라 다양하게 활용할 수 있습니다. 카카오톡 친구를 추가하는 5가지 방법과 추가가 되지 않을 때의 해결책까지 소제목별로 깔끔하고 풍성하게 정리해 드립니다! 반응형 1. 스마트폰 주소록 자동 동기화...",카카오,https://uu.testis.shop/187,filter_candidate,filter,high,"카카오톡 친구 추가 방법을 설명하는 정보성 게시글로, 특정 기업/서비스에 대한 반응이나 의견이 아닙니다."
(수수료X)쿠팡 로켓배송/로켓와우/쿠팡이츠 대리구매 해드려요 로켓프레시 15000원이상 가능 로켓직구 가능 쿠팡이츠 가능 주문 후 취소 및 변경 불가,쿠팡,https://cafe.daum.net/ok1221/8bIJ/7802688,filter_candidate,filter,high,대리구매를 홍보하는 전형적인 광고성 게시글입니다.
"비자, 기간, 뷰잉 가능일) 남겨주시면 바로 답장 드릴게요. 궁금한 점은 언제든 편하게 물어보세요! 😊 ✨ 카톡 문의하기: https://open.kakao.com/o/svATjvMg <2nd Room...",카카오,https://cafe.daum.net/ourvancouver/4Nd0/1046584,filter_candidate,filter,high,카카오톡 문의 유도와 방 정보 문의 등 판매/홍보성 게시글에 해당함.
"TV 기사문의 및 제보 : 카톡/라인 jebo23 배삼진(*****@***.**.**) 당신이 담은 순간이 뉴스입니다! 카카오톡 앱에서 'jebo23' 친구 추가 라인 앱에서 'jebo23' 친구 추가 ******@***.**.** ⓒ연합뉴스TV, 무단...",카카오,https://www.yonhapnewstv.co.kr/news/AKR20260810143332vcK,filter_candidate,filter,high,연락처와 문의 채널을 제공하며 콘텐츠의 판매 또는 홍보를 목적으로 하는 게시글이므로 스팸으로 판단됩니다.
오픈 카카오톡 작성시 해당글 삭제 및 활정 30일 입니다.) 2. 거래 방식 및 장소 : 등기 거래 또는 경기도 or 등촌 or 돌곶이역 (직거래인지 등기거래인지 작성해주세요. 직거래일 경우 지역을 작성해주세요.) 3. 거래...,카카오,https://cafe.naver.com/vgtrade/206896,filter_candidate,filter,high,판매 및 거래 방식에 대한 안내를 포함하고 있어 스팸/판매성 게시글에 해당합니다.
트로피컬 바캉스 패키지 주고또주고 작업 해드립니다 신용거래자 아미캐슬 카톡 wlscjf0116 네이버 계정 불가 합니다! 접속식/비접속식 가능 단 한번도 문제 된적 없습니다. 정지 걱정 안하셔도됩니다. 카톡 wlscjf0116...,네이버,https://cafe.naver.com/worldskyblue/4499811,filter_candidate,filter,high,명백한 판매 및 홍보성 게시글이며 특정 서비스의 거래를 유도하고 있습니다.
대표 : 윤제니 전화번호 : 096 - 983 - 5888 카카오톡 아이디 : goldenhanoi https://open.kakao.com/me/hanoihousing... : ) 빠른 상담은 카카오톡 플러스 친구에서! 카카오톡 오픈채팅을 시작해 보세요. 링크를...,카카오,https://cafe.naver.com/appleteam/46277,filter_candidate,filter,high,"전화번호, 카카오톡 링크 등 명시적인 판매/문의 유도 정보가 포함된 광고성 게시글입니다."
❤❤❤❤문의는 아래 오픈채팅 부탁 드립니다❤❤❤❤ 카카오톡 오픈채팅 카카오톡 오픈채팅 카카오톡 오픈채팅 ❤❤❤❤문의는 아래 오픈채팅 부탁 드립니다❤❤❤❤ 카카오톡...,카카오,https://cafe.naver.com/busanjungonara/6094677,filter_candidate,filter,high,판매나 문의를 유도하는 전형적인 광고성/스팸성 게시글입니다.
"1,626,320 130에 구해봐요",쿠팡,https://cafe.daum.net/ok1221/8bIJ/7803063,filter_candidate,filter,high,"명확하게 계산이나 정보를 요청하는 질문으로, 기업 리스크 판단과 무관한 단순 질의이다."
로테이션 출전 5. 게스트 모집 인원 : 5명 6. 게스트 비용 : 2000원 7. 연락처 : 카카오톡 아이디 jc7979 / 문자메시지 o1o-9255-98O7 (연락주시면 답변드리겠습니다) 8...,카카오,https://cafe.daum.net/dongarry/Dilr/337988,filter_candidate,filter,high,연락처와 비용 등 개인적 거래를 유도하는 홍보성 게시글이므로 필터링해야 합니다.
스튜디오피플은 작가님의 노하우로 조명을 이용해 자연광 느낌을 만들어서 1년 365일 자연광 프로필사진 서울에서 제일 예쁘게 찍을 수 있어요❤️ ​ ​ 올리브영에 내 사진이 걸려있다 생각하고 찍은 사진들 올리브영 연락주세요? ​ ​ 너무 다 맘에 든다는... 당분간 카톡 프사 매일 바꿔야됨;;; ​ ​ 왼쪽 얼굴만 보여준다고요...,올리브영,https://blog.naver.com/travella_angela/224374030588,filter_candidate,filter,high,광고성 홍보 및 개인 서비스 판매 의도를 가진 게시글로 판단됩니다.
"검색엔진 최적화를 통해 네이버, 구글에서도 병원홈페이지가 잘 노출될 수 있도록 합니다. 3. 편리한... 예약 및 상담하기 홈페이지 예약, 네이버 예약, 카톡 상담 등 간편하게 예약 및 상담을 진행할 수 있는...",네이버,https://blog.naver.com/gamgak000/224370920262,filter_candidate,filter,high,병원 웹사이트 최적화 및 예약 방법을 안내하는 전형적인 서비스 홍보 게시글입니다.
노쇼방지 선입금 원칙. 못오시는 경우 미리 연락주시면 환불해드립니다. 입금계좌 카카오뱅크 고선희 ****-**-******* *. 연락처 : 회장 고선희 ***-****-**** 8...,카카오,https://cafe.daum.net/dongarry/Dilr/338544,filter_candidate,filter,high,선입금 요청 및 연락처가 포함된 것으로 보아 거래(판매/광고)와 관련된 게시글입니다.
"⭐ 사재기, 사기 피해 예방을 위해 [검색 · 네이버 서비스 공개] 체크를 해제해주세요. ⭐ 댓글 없이 바로 오픈채팅을 걸거나 인게임 친구 요청, 귓속말로 거래를 요구하는 경우 반드시 거절하시기 바랍니다. (사재기...",네이버,https://cafe.naver.com/elswordmall/4029339,filter_candidate,filter,high,사용자에게 피해 예방 행동을 안내하는 공지성 글이므로 리스크 판단에 직접 필요한 의견이나 사건 보도가 아닙니다.
"X 댓글 or 오픈채팅에 원하는 제품명, 수량, 배송방법 남겨주세요! https://open.kakao.com/o/sEllggzi 키스컷 띵 open.kakao.com <가벼운친구들> 1. 2. 3. 1. 쿨... 1m...",카카오,https://cafe.daum.net/Mtdivision/VuWe/3461,filter_candidate,filter,high,특정 제품의 구매를 위한 오픈채팅 링크와 주문 안내가 포함된 전형적인 광고/판매성 게시글입니다.
집은 사전에 연락만 주시면 언제든지 방문해서 보실 수 있습니다. 문의는 아래 카카오톡 오픈채팅방으로 부탁드립니다. https://open.kakao.com/o/sVctj9Hi 1027...,카카오,https://cafe.daum.net/ourvancouver/4Nd0/1046553,filter_candidate,filter,high,카카오톡 오픈채팅방 링크를 통해 문의를 유도하는 전형적인 광고/판매성 게시글입니다.
"20,340 1.6사요",쿠팡,https://cafe.daum.net/ok1221/8bIJ/7801082,filter_candidate,filter,high,기업명이나 주제와 관련성이 낮은 단순한 숫자 및 기호 조합이므로 리스크 판단에 쓸 수 없습니다.
"틱톡이나 SNS 광고, 문자메시지 및 카카오톡 오픈채팅 등을 통해 무료 종목 추천이나 실시간 시황 분석을... 카카오톡이나 텔레그램에서의 대화 내용, 문자 메시지, 송금 내역, 플랫폼 화면, 사이트 주소, 계약서...",카카오,https://blog.naver.com/ndecvpg07/224370915672,filter_candidate,filter,high,금융 투자 관련 정보를 수집하거나 유도하는 스팸성 또는 홍보성 내용으로 보입니다.
"────────────── 전문가 매매신호가 투자 참여의 출발점이 됩니다 접근은 SNS 광고나 해외선물 커뮤니티, 카카오톡 오픈채팅, 텔레그램 등에서 시작될 수 있습니다. 상대방은 자신을 해외...",카카오,https://blog.naver.com/wjsekals193/224370917435,filter_candidate,filter,high,"특정 정보 습득 경로(SNS 광고, 커뮤니티 등)를 나열하며 정보 제공을 유도하는 광고/판매성 게시글로 판단됩니다."
"통과하면 네이버에 올리고 캡션을 한글로 답니다. 영문 파일명이 설명에... 기준 네이버 블로그 체류시간 늘리려면 초보가 먼저 손볼 5가지 쌓인 카톡·메일, 챗GPT로 10분 안에 정리하는 4단계 네이버...",네이버,https://blog.naver.com/sangsu0916/224373809004,filter_candidate,filter,high,"제목 형태로만 구성되어 있으며, 실제 기업이나 서비스에 대한 의견 제시 없이 일반적인 정보성 콘텐츠의 성격이 강합니다."
"*** **** ****) 제주골프,무료견적상담환영 ​ 카톡실시간문의하기 http://pf.kakao.com/_YxmDUb 잔디와사람들 골프투어전문여행사 국내골프1박2일/제주/호남권/일본/중국...",카카오,https://cafe.daum.net/jandir0/WHUi/31,filter_candidate,filter,high,카카오톡 문의 링크와 명시적인 여행 상품 판매 정보가 포함된 전형적인 광고성 게시글입니다.
"원조이,신규가입,회원가입,이벤트,당근마켓,번개장터,아이디매입,아이디거래,빗썸,온카판,가입,번호인증,대리구매,대리결제,생필품,쿠팡,엔씨,리니지,리니지2m,무신사,아이디판매,리니지클래식,넷마블,솔인챈트,sol,nc)",무신사,https://cafe.naver.com/misoglobalyonhap/64169,filter_candidate,filter,high,"아이디 매매, 대리구매 등 판매/홍보성 게시글에 해당합니다."
"원조이,신규가입,회원가입,이벤트,당근마켓,번개장터,아이디매입,아이디거래,빗썸,온카판,가입,번호인증,대리구매,대리결제,생필품,쿠팡,엔씨,리니지,리니지2m,무신사,아이디판매,리니지클래식,넷마블,솔인챈트,sol,nc)",무신사,https://cafe.naver.com/misoglobalyonhap/64113,filter_candidate,filter,high,아이디 판매나 대리구매 등 거래 및 홍보성 키워드가 나열되어 있어 광고/스팸으로 판단됩니다.
"접목하여, 본사의 안정적인 원두 공급망(캡티브 마켓) 확보 및 매장의 커피 퀄리티 극대화 창출 딜 담당자 : 장상기 회계사 (한국공인회계사) 이메일 : ****@*******.*** 카카오톡 상담: https://open.kakao.com/o/sczdYSui 연락처 : 02-6415-8610 더 많은 매물: https://www.fmx.or.kr/partnerdetail.php?user_idx=1094",카카오,https://franerp.tistory.com/1948,filter_candidate,filter,high,"상담 문의, 매물 소개 등 명백한 홍보 및 광고성 게시글입니다."
"영업시간 및 연락처, 주차 안내 매일매일 오전 11시 30분부터 ~ 다음날 2시까지 (일요일 : 오후 11시까지) 다음날 1시 LAST (일요일 : 오후 10 LAST) 연중무휴 !! ☎️0507-1440-5442 단체 이용 가능 ⭕️, 포장 ⭕️, 남/여...",11번가,https://blog.naver.com/reumi_-/224373653644,filter_candidate,filter,high,판매 정보와 운영 시간 안내가 주를 이루는 단순 광고성 게시글입니다.
"★★ ※ 오픈톡 , 톡디 사용가능하며 ***반드시 본문내에 주소, 아이디를 삽입하셔야 글이 삭제되지 않습니다**** 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. ㅅㅁㄴㅈㅇ https...",카카오,https://cafe.naver.com/sum01/173277,filter_candidate,filter,high,"개인 정보(주소, 아이디) 노출을 유도하며, 판매 및 홍보와 관련된 스팸성 글에 해당함."
"첨삭 (20,000원) 📞 구매 및 문의 구매를 원하시거나 문의 사항이 있으신 분은 카카오톡 오픈채팅으로 연락 주시기 바랍니다. 합격을 기원합니다. [오픈카톡 링크: https...",카카오,https://cafe.daum.net/snuleet/4KVq/94931,filter_candidate,filter,high,명확한 가격과 구매/문의 유도(카카오톡 오픈채팅)가 포함된 광고성 게시글입니다.
"⭐ 발주고 아이디 생성을 희망하시는 고객님께서는 사진속 전화번호로 사업자등록증, 배송 주소, 연락처를 보내주시거나 네이버폼 양식을 작성해 주시면 담당자가 신속히 확인 후 아이디 생성 절차를...",네이버,https://blog.naver.com/inmac_business/224374976561,filter_candidate,filter,high,전화번호를 통한 개인 정보 요청 및 아이디 생성을 안내하는 판매/홍보성 게시글입니다.
"신규가입,회원가입,이벤트,당근마켓,번개장터,아이디매입,아이디거래,빗썸,온카판,가입,번호인증,대리구매,대리결제,생필품,쿠팡,엔씨,리니지,리니지2m,무신사,아이디판매,리니지클래식,넷마블,솔인챈트,sol,nc)",무신사,https://cafe.naver.com/misoglobalyonhap/64170,filter_candidate,filter,high,"아이디 매입/거래, 대리구매 등 명백한 상업적 목적의 스팸 또는 중고거래 성격의 게시글입니다."
"펌프와 새로 교체할 펌프 설치 완료후 2-3회 정도 테스트를 진행한 후, 배수에 문제가 있어 확인후, 작업 마무리 진성펌프 설치 및 AS출장 문의(주말, 24시간출장) 휴대폰 연락처: ***-****-**** 네이버 톡톡: talk.naver.com/W4ZIW1 ---펌프 출장 수리 전문 진성 24시간 언제든 출장 가능 펌프 수리 AS 주말 출장 전문---",네이버,https://all-pump.tistory.com/5,filter_candidate,filter,high,전반적으로 제품 설치 후 문의 및 광고성 서비스 제공을 목적으로 하는 게시글로 보입니다.
주차완비(무료) ❤️ 모든 문의는 간편한 카카오톡 카카오톡 오픈채팅 카카오톡 오픈채팅 카카오톡 오픈채팅 카카오톡 오픈채팅 ❤️부산에서 가장 착한가격❤️ ❤️부산에서...,카카오,https://cafe.naver.com/hiric/333870,filter_candidate,filter,high,"구매 문의 및 홍보성 문구로, 실제 기업에 대한 의견이나 사건 보도와 관련이 없다."
감사드립니다 ❤️ 감사패제작/ 기념패 조명 제작 주문제작 문의는 카카오톡으로 부탁드립니다 QR코드로 친구추가를 편하게 할 수 있습니다 또는 카카오톡 아이디로 등록 가능합니다 카톡 아이디: VAYUGRAPH,카카오,https://blog.naver.com/vayugraph/224374973364,filter_candidate,filter,high,문의 및 주문을 유도하는 광고성 홍보성 게시글입니다.
31/모든항목VAT별도 이벤트대상 : 광교 밴스의원 카카오톡 플친 대상 카톡문의 https://buly.kr/CskwccS 실시간예약 https://buly.kr/3j9zCDd 진료시간 평일 10:00~20:30 토/일요일 10:00~18:00 점심시간 없이 운영 경기...,카카오,https://cafe.naver.com/junkart/1120444,filter_candidate,filter,high,카카오톡 문의나 예약 링크가 포함된 전형적인 광고성 홍보성 게시글입니다.
덤핑 재고 땡처리 직거래 회사: 스퀘어 유통 무역 담당자: 진산업 메일: *********@naver.com 카톡: yhj8584 연락처: 010-****-**** ** 안녕하세요... 각종 악성재고 과다재고 유통기한 임박 제품 등 재고매입 합니다 [ 취급류] (거의 모든...,무신사,https://cafe.naver.com/as9000/372244,filter_candidate,filter,high,직접적인 거래 문의 및 재고 매입을 목적으로 하는 홍보성 게시글입니다.
- 스마트스토어 / 에이블리 / 11번가 / 쿠팡 / 옥션 / 지마켓 등 다양한 이커머스 판매 관련 커뮤니티 입니다. - 그 외 위탁판매 / 구매대행 / 매출자랑 / 상위노출 등 다양한 판매 노하우 및 공략을 공유하는 공간입니다...,쿠팡,https://cafe.naver.com/dokdotrue/6762,filter_candidate,filter,high,판매 노하우나 판매 관련 정보를 공유하는 성격이 강해 리스크 판단에 직접적인 의견이 담긴 정상 콘텐츠로 보기 어렵습니다.
